Bundesland,project_id,subject_area,funding_start_year,funding_end_year
Baden-Württemberg,5330370,Experimentelle Physik der kondensierten Materie,1992,1
Baden-Württemberg,5330382,"Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik",1992,1
Baden-Württemberg,5330392,Theoretische Physik der kondensierten Materie,1992,1
Baden-Württemberg,5330398,Theoretische Physik der kondensierten Materie,1992,1
Baden-Württemberg,5330404,Theoretische Physik der kondensierten Materie,1992,1
Baden-Württemberg,5330422,Theoretische Physik der kondensierten Materie,1992,1
Baden-Württemberg,5330428,Theoretische Physik der kondensierten Materie,1992,1
Baden-Württemberg,5330434,Experimentelle Physik der kondensierten Materie,1992,1
Baden-Württemberg,5330438,"Anorganische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",1992,1
Baden-Württemberg,5330444,FK Molekülchemie,1992,1
Baden-Württemberg,5330452,"FK Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen / Allgemeine Theoretische Chemie",1992,1
Baden-Württemberg,5330458,"Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik",1992,1
Baden-Württemberg,5330464,Allgemeine Theoretische Chemie,1992,1
Baden-Württemberg,5330482,Physik,1992,1
Baden-Württemberg,5472449,Physik,1992,1
Baden-Württemberg,5343918,Pharmakologie,1992,1
Freie Hansestadt Bremen,5328670,Empirische Sozialforschung,1992,1
Nordrhein-Westfalen,5342114,Strömungs- und Kolbenmaschinen,1993,1
Nordrhein-Westfalen,5354833,FK Produktionstechnik,1993,1
Nordrhein-Westfalen,5354837,Produktionsorganisation und Betriebswissenschaften,1993,1
Nordrhein-Westfalen,5354841,"Konstruktion, Maschinenelemente, Produktentwicklung",1993,1
Nordrhein-Westfalen,5354845,FK Produktionstechnik,1993,1
Nordrhein-Westfalen,5354849,FK Produktionstechnik,1993,1
Nordrhein-Westfalen,5354853,FK Produktionstechnik,1993,1
Nordrhein-Westfalen,5354857,FK Produktionstechnik,1993,1
Nordrhein-Westfalen,5354861,"Arbeitswissenschaft, Ergonomie, Mensch-Maschine-Systeme",1993,1
Nordrhein-Westfalen,5354869,"Konstruktion, Maschinenelemente, Produktentwicklung",1993,1
Nordrhein-Westfalen,5354873,Maschinenbau und Produktionstechnik,1993,1
Nordrhein-Westfalen,5478738,Maschinenbau und Produktionstechnik,1993,1
Nordrhein-Westfalen,5338616,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",1993,1
Nordrhein-Westfalen,5346374,"Allgemeine und Vergleichende Sprachwissenschaft, Typologie, Außereuropäische Sprachen",1993,1
Freistaat Bayern,5354366,Biomedizinische Technik und Medizinische Physik,1993,1
Freistaat Bayern,5354370,FK Medizin,1993,1
Freistaat Bayern,5354374,FK Medizin,1993,1
Freistaat Bayern,5354386,FK Medizin,1993,1
Freistaat Bayern,5354393,FK Medizin,1993,1
Freistaat Bayern,5354398,Nephrologie,1993,1
Freistaat Bayern,5354402,Anatomie,1993,1
Freistaat Bayern,5354414,Biochemie,1993,1
Freistaat Bayern,5354418,Biochemie,1993,1
Freistaat Bayern,5354422,Biochemie,1993,1
Freistaat Bayern,5354430,Anatomie,1993,1
Freistaat Bayern,5354450,Medizin,1993,1
Freistaat Bayern,5478531,Medizin,1993,1
Mecklenburg-Vorpommern,5472541,Physik,1993,1
Mecklenburg-Vorpommern,5472541,Physik,1993,1
Freistaat Bayern,5353672,,1993,1
Freistaat Bayern,5355260,"Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik, Cyber Physical Systems",1993,1
Freistaat Bayern,5355264,"Konstruktion, Maschinenelemente, Produktentwicklung",1993,1
Freistaat Bayern,5355282,"Elektrische Energieerzeugung, -übertragung, -verteilung und -anwendung",1993,1
Freistaat Bayern,5355290,"Konstruktion, Maschinenelemente, Produktentwicklung",1993,1
Freistaat Bayern,5355294,"Konstruktion, Maschinenelemente, Produktentwicklung",1993,1
Freistaat Bayern,5355298,"Elektrische Energieerzeugung, -übertragung, -verteilung und -anwendung",1993,1
Freistaat Bayern,5355322,"Konstruktion, Maschinenelemente, Produktentwicklung",1993,1
Freistaat Bayern,5355326,FK Mechanik und Konstruktiver Maschinenbau,1993,1
Freistaat Bayern,5355332,Maschinenbau und Produktionstechnik,1993,1
Freistaat Bayern,5478863,Maschinenbau und Produktionstechnik,1993,1
Brandenburg,5344908,"Evolution, Anthropologie",1993,1
Brandenburg,5344916,FK Zoologie,1993,1
Brandenburg,5344923,FK Zoologie,1993,1
Brandenburg,5344931,Biochemie und Physiologie der Tiere,1993,1
Brandenburg,5344948,Physiologie,1993,1
Brandenburg,5344955,Anatomie,1993,1
Brandenburg,5344963,FK Zoologie,1993,1
Brandenburg,5344971,Biologie des Verhaltens und der Sinne,1993,1
Brandenburg,5344987,Physiologie,1993,1
Brandenburg,5344994,Biologie des Verhaltens und der Sinne,1993,1
Brandenburg,5345001,FK Zoologie,1993,1
Brandenburg,5345009,FK Zoologie,1993,1
Brandenburg,5345017,Medizin,1993,1
Brandenburg,5475710,Biologie,1993,1
Brandenburg,5475710,Biologie,1993,1
 Berlin,5346937,Mathematik,1993,1
 Berlin,5475634,Geowissenschaften,1993,1
 Berlin,5475634,Geowissenschaften,1993,1
Brandenburg,5475634,Geowissenschaften,1993,1
Brandenburg,5475634,Geowissenschaften,1993,1
 Berlin,5476353,Physik,1993,1
 Berlin,5476353,Physik,1993,1
 Berlin,5344416,"Geologie, Ingenieurgeologie, Paläontologie",1993,1
 Berlin,5344424,Physik des Erdkörpers,1993,1
 Berlin,5344431,Physik des Erdkörpers,1993,1
 Berlin,5344438,Physik des Erdkörpers,1993,1
 Berlin,5344445,Physik des Erdkörpers,1993,1
 Berlin,5344459,"Geologie, Ingenieurgeologie, Paläontologie",1993,1
 Berlin,5344482,"Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde",1993,1
 Berlin,5344490,"Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde",1993,1
 Berlin,5344504,Physik des Erdkörpers,1993,1
 Berlin,5344535,Physik des Erdkörpers,1993,1
 Berlin,5344544,"Geologie, Ingenieurgeologie, Paläontologie",1993,1
 Berlin,5344553,"Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde",1993,1
 Berlin,5344561,"Geologie, Ingenieurgeologie, Paläontologie",1993,1
 Berlin,5344580,Physik des Erdkörpers,1993,1
 Berlin,5344588,Physik des Erdkörpers,1993,1
 Berlin,5344595,"Geologie, Ingenieurgeologie, Paläontologie",1993,1
 Berlin,5344603,"Geologie, Ingenieurgeologie, Paläontologie",1993,1
 Berlin,5344610,"Geologie, Ingenieurgeologie, Paläontologie",1993,1
 Berlin,5344617,Physik des Erdkörpers,1993,1
 Berlin,5344634,Geowissenschaften,1993,1
 Berlin,5347016,FK Physik der kondensierten Materie,1993,1
 Berlin,5347020,Experimentelle Physik der kondensierten Materie,1993,1
 Berlin,5347026,Experimentelle Physik der kondensierten Materie,1993,1
 Berlin,5347030,FK Physik der kondensierten Materie,1993,1
 Berlin,5347038,Experimentelle Physik der kondensierten Materie,1993,1
 Berlin,5347042,FK Physik der kondensierten Materie,1993,1
 Berlin,5347046,FK Physik der kondensierten Materie,1993,1
 Berlin,5347054,FK Physik der kondensierten Materie,1993,1
 Berlin,5347058,Experimentelle Physik der kondensierten Materie,1993,1
 Berlin,5347066,Physik,1993,1
 Berlin,5347070,FK Physik der kondensierten Materie,1993,1
 Berlin,5347074,FK Physik der kondensierten Materie,1993,1
Baden-Württemberg,5342882,FK Werkstofftechnik,1993,1
Baden-Württemberg,5342908,FK Werkstofftechnik,1993,1
Baden-Württemberg,5342916,FK Werkstofftechnik,1993,1
Baden-Württemberg,5343014,Strömungsmechanik,1993,1
Baden-Württemberg,5343020,FK Werkstofftechnik,1993,1
Nordrhein-Westfalen,5353937,Theoretische Informatik,1993,1
Niedersachsen,5478600,Chemie,1993,1
Niedersachsen,5478600,Chemie,1993,1
Niedersachsen,5478600,Chemie,1993,1
Niedersachsen,5354506,"Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen",1993,1
Niedersachsen,5354510,"Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik",1993,1
Niedersachsen,5354513,"Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen",1993,1
Niedersachsen,5354518,Allgemeine Theoretische Chemie,1993,1
Niedersachsen,5354526,"Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik",1993,1
Niedersachsen,5354530,"Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik",1993,1
Niedersachsen,5354534,"FK Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen / Allgemeine Theoretische Chemie",1993,1
Niedersachsen,5354558,"Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen",1993,1
Niedersachsen,5354574,"FK Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen / Allgemeine Theoretische Chemie",1993,1
Niedersachsen,5354578,"FK Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen / Allgemeine Theoretische Chemie",1993,1
Niedersachsen,5354582,"Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik",1993,1
Niedersachsen,5354596,"FK Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen / Allgemeine Theoretische Chemie",1993,1
Niedersachsen,5354608,Chemie,1993,1
Niedersachsen,5354612,Chemie,1993,1
Niedersachsen,5478775,Maschinenbau und Produktionstechnik,1993,1
Niedersachsen,5478775,Maschinenbau und Produktionstechnik,1993,1
Niedersachsen,5478775,Maschinenbau und Produktionstechnik,1993,1
Niedersachsen,5478775,Maschinenbau und Produktionstechnik,1993,1
Niedersachsen,5478775,Maschinenbau und Produktionstechnik,1993,1
Freistaat Bayern,5354221,Anatomie,1993,1
Nordrhein-Westfalen,5354968,Allgemeine Genetik,1993,1
Nordrhein-Westfalen,5354971,FK Pflanzenwissenschaften,1993,1
Nordrhein-Westfalen,5354975,FK Pflanzenwissenschaften,1993,1
Nordrhein-Westfalen,5354979,FK Pflanzenwissenschaften,1993,1
Nordrhein-Westfalen,5355015,FK Pflanzenwissenschaften,1993,1
Nordrhein-Westfalen,5355019,Biochemie,1993,1
Nordrhein-Westfalen,5355023,FK Pflanzenwissenschaften,1993,1
Nordrhein-Westfalen,5355027,FK Pflanzenwissenschaften,1993,1
Nordrhein-Westfalen,5355031,FK Pflanzenwissenschaften,1993,1
Nordrhein-Westfalen,5355035,FK Pflanzenwissenschaften,1993,1
Nordrhein-Westfalen,5355039,FK Pflanzenwissenschaften,1993,1
Nordrhein-Westfalen,5355043,FK Pflanzenwissenschaften,1993,1
Nordrhein-Westfalen,5355082,FK Pflanzenwissenschaften,1993,1
Nordrhein-Westfalen,5355086,FK Pflanzenwissenschaften,1993,1
Nordrhein-Westfalen,5355090,FK Pflanzenwissenschaften,1993,1
Nordrhein-Westfalen,5355134,Biologie,1993,1
Nordrhein-Westfalen,5478809,Biologie,1993,1
Nordrhein-Westfalen,5478809,Biologie,1993,1
Baden-Württemberg,5353399,FK Produktionstechnik,1993,1
Baden-Württemberg,5353403,FK Informatik,1993,1
Baden-Württemberg,5353453,"Arbeitswissenschaft, Ergonomie, Mensch-Maschine-Systeme",1993,1
Baden-Württemberg,5353473,FK Produktionstechnik,1993,1
Schleswig-Holstein,5355467,Dermatologie,1993,1
Schleswig-Holstein,5355473,Pathologie,1993,1
Schleswig-Holstein,5355477,Pathologie,1993,1
Schleswig-Holstein,5355481,Pathologie,1993,1
Schleswig-Holstein,5355485,Pathologie,1993,1
Schleswig-Holstein,5355499,Pathologie,1993,1
Schleswig-Holstein,5355503,Pathologie,1993,1
Schleswig-Holstein,5355507,FK Medizin,1993,1
Schleswig-Holstein,5355511,Pathologie,1993,1
Schleswig-Holstein,5355517,FK Medizin,1993,1
Schleswig-Holstein,5355521,Pathologie,1993,1
Schleswig-Holstein,5355533,Pathologie,1993,1
Schleswig-Holstein,5355541,Pathologie,1993,1
Schleswig-Holstein,5355547,Pathologie,1993,1
Schleswig-Holstein,5355551,Pathologie,1993,1
Schleswig-Holstein,5355567,Medizin,1993,1
Schleswig-Holstein,5478932,Medizin,1993,1
Niedersachsen,5354877,FK Produktionstechnik,1993,1
Niedersachsen,5354881,Ur- und Umformtechnik,1993,1
Niedersachsen,5354885,"Füge-, Montage- und Trenntechnik",1993,1
Niedersachsen,5354887,FK Produktionstechnik,1993,1
Niedersachsen,5354897,"Füge-, Montage- und Trenntechnik",1993,1
Niedersachsen,5354901,Spanende Fertigungstechnik,1993,1
Niedersachsen,5354905,FK Produktionstechnik,1993,1
Niedersachsen,5354909,"Konstruktion, Maschinenelemente, Produktentwicklung",1993,1
Niedersachsen,5354913,"Füge-, Montage- und Trenntechnik",1993,1
Niedersachsen,5354917,FK Produktionstechnik,1993,1
Niedersachsen,5354921,Produktionsorganisation und Betriebswissenschaften,1993,1
Niedersachsen,5354933,FK Werkstofftechnik,1993,1
Niedersachsen,5354945,Spanende Fertigungstechnik,1993,1
Niedersachsen,5354957,Maschinenbau und Produktionstechnik,1993,1
Baden-Württemberg,5354097,Biochemie,1993,1
Baden-Württemberg,5354129,FK Grundlagen der Biologie und Medizin,1993,1
Baden-Württemberg,5354133,FK Grundlagen der Biologie und Medizin,1993,1
Baden-Württemberg,5354715,Mathematik,1993,1
Baden-Württemberg,5354719,Mathematik,1993,1
Baden-Württemberg,5354721,Mathematik,1993,1
Baden-Württemberg,5354729,Mathematik,1993,1
Baden-Württemberg,5354733,"Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik",1993,1
Baden-Württemberg,5354737,"Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik",1993,1
Baden-Württemberg,5354741,Astrophysik und Astronomie,1993,1
Baden-Württemberg,5354745,FK Atmosphären- und Meeresforschung,1993,1
Baden-Württemberg,5354749,Mathematik,1993,1
Baden-Württemberg,5354751,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",1993,1
Baden-Württemberg,5354755,Mathematik,1993,1
Baden-Württemberg,5354759,Mathematik,1993,1
Baden-Württemberg,5354763,Mathematik,1993,1
Baden-Württemberg,5478669,Mathematik,1993,1
Freie Hansestadt Bremen,5328706,Empirische Sozialforschung,1993,1
Nordrhein-Westfalen,5354771,FK Informatik,1993,1
Nordrhein-Westfalen,5354775,"Arbeitswissenschaft, Ergonomie, Mensch-Maschine-Systeme",1993,1
Nordrhein-Westfalen,5354777,Einzelsprachwissenschaften,1993,1
Nordrhein-Westfalen,5354781,FK Informatik,1993,1
Nordrhein-Westfalen,5354785,"Allgemeine und Vergleichende Sprachwissenschaft, Typologie, Außereuropäische Sprachen",1993,1
Nordrhein-Westfalen,5354789,Einzelsprachwissenschaften,1993,1
Nordrhein-Westfalen,5354793,Einzelsprachwissenschaften,1993,1
Nordrhein-Westfalen,5354797,Einzelsprachwissenschaften,1993,1
Nordrhein-Westfalen,5354813,Einzelsprachwissenschaften,1993,1
Nordrhein-Westfalen,5354821,"Interaktive und intelligente Systeme, Bild- und Sprachverarbeitung, Computergraphik und Visualisierung",1993,1
Nordrhein-Westfalen,5354829,Geisteswissenschaften,1993,1
Nordrhein-Westfalen,5478704,Geisteswissenschaften,1993,1
Freistaat Thüringen,5330488,Allgemeine Theoretische Chemie,1993,1
Freistaat Thüringen,5330500,FK Physik der kondensierten Materie,1993,1
Freistaat Thüringen,5330504,FK Physik der kondensierten Materie,1993,1
Freistaat Thüringen,5330528,Theoretische Physik der kondensierten Materie,1993,1
Freistaat Thüringen,5330546,Experimentelle Physik der kondensierten Materie,1993,1
Freistaat Thüringen,5330552,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",1993,1
Freistaat Thüringen,5330557,FK Molekülchemie,1993,1
Freistaat Thüringen,5330567,FK Physik der kondensierten Materie,1993,1
Freistaat Thüringen,5330578,FK Physik der kondensierten Materie,1993,1
Freistaat Thüringen,5330596,FK Physik der kondensierten Materie,1993,1
Freistaat Thüringen,5330602,FK Physik der kondensierten Materie,1993,1
Freistaat Thüringen,5330612,FK Physik der kondensierten Materie,1993,1
Freistaat Thüringen,5330618,Physik,1993,1
Freistaat Thüringen,5472481,Physik,1993,1
Nordrhein-Westfalen,5338622,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",1994,1
Nordrhein-Westfalen,5338628,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",1994,1
Nordrhein-Westfalen,5479026,Materialwissenschaft und Werkstofftechnik,1994,1
Nordrhein-Westfalen,5479026,Materialwissenschaft und Werkstofftechnik,1994,1
Nordrhein-Westfalen,5479026,Materialwissenschaft und Werkstofftechnik,1994,1
Nordrhein-Westfalen,5355569,Spanende Fertigungstechnik,1994,1
Nordrhein-Westfalen,5355573,Spanende Fertigungstechnik,1994,1
Nordrhein-Westfalen,5355577,"Arbeitswissenschaft, Ergonomie, Mensch-Maschine-Systeme",1994,1
Nordrhein-Westfalen,5355581,FK Produktionstechnik,1994,1
Nordrhein-Westfalen,5355585,FK Produktionstechnik,1994,1
Nordrhein-Westfalen,5355589,FK Produktionstechnik,1994,1
Nordrhein-Westfalen,5355605,Maschinenbau und Produktionstechnik,1994,1
Nordrhein-Westfalen,5355693,Polymermaterialien,1994,1
Nordrhein-Westfalen,5355697,Thermodynamik und Kinetik von Werkstoffen,1994,1
Nordrhein-Westfalen,5355701,Verbundwerkstoffe,1994,1
Nordrhein-Westfalen,5355705,Herstellung und Eigenschaften von Funktionsmaterialien,1994,1
Nordrhein-Westfalen,5355709,Metallurgische und thermische Prozesse und thermomechanische Behandlung von Werkstoffen,1994,1
Nordrhein-Westfalen,5355713,FK Werkstofftechnik,1994,1
Nordrhein-Westfalen,5355717,FK Werkstofftechnik,1994,1
Nordrhein-Westfalen,5355737,Materialwissenschaft und Werkstofftechnik,1994,1
Nordrhein-Westfalen,5356257,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",1994,1
Nordrhein-Westfalen,5356261,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",1994,1
Nordrhein-Westfalen,5356265,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",1994,1
Nordrhein-Westfalen,5356269,"Anorganische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",1994,1
Nordrhein-Westfalen,5356277,Technische Chemie,1994,1
Nordrhein-Westfalen,5356281,Technische Chemie,1994,1
Nordrhein-Westfalen,5356293,Biochemie,1994,1
Nordrhein-Westfalen,5356299,Biochemie,1994,1
Nordrhein-Westfalen,5356301,Biochemie,1994,1
Nordrhein-Westfalen,5356305,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",1994,1
Nordrhein-Westfalen,5356315,Biochemie,1994,1
Nordrhein-Westfalen,5356317,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",1994,1
Nordrhein-Westfalen,5356321,Chemie,1994,1
Nordrhein-Westfalen,5478966,Maschinenbau und Produktionstechnik,1994,1
Nordrhein-Westfalen,5479356,Chemie,1994,1
Nordrhein-Westfalen,5479356,Chemie,1994,1
Nordrhein-Westfalen,270081,Wirtschaftswissenschaften,1994,1
Nordrhein-Westfalen,270081,Sozialwissenschaften,1994,1
Nordrhein-Westfalen,5338694,Mathematik,1994,1
Nordrhein-Westfalen,5346412,"Allgemeine und Vergleichende Sprachwissenschaft, Typologie, Außereuropäische Sprachen",1994,1
Nordrhein-Westfalen,5330250,FK Neurowissenschaft,1994,1
Nordrhein-Westfalen,5330256,FK Neurowissenschaft,1994,1
Nordrhein-Westfalen,5330328,"FK Mikrobiologie, Virologie und Immunologie",1994,1
Nordrhein-Westfalen,5330340,FK Neurowissenschaft,1994,1
Nordrhein-Westfalen,5346382,"Allgemeine und Vergleichende Sprachwissenschaft, Typologie, Außereuropäische Sprachen",1994,1
Nordrhein-Westfalen,5346408,"Allgemeine und Vergleichende Sprachwissenschaft, Typologie, Außereuropäische Sprachen",1994,1
Nordrhein-Westfalen,5346444,Geisteswissenschaften,1994,1
Freistaat Bayern,5354426,FK Medizin,1994,1
Freistaat Bayern,5353628,FK Physik der kondensierten Materie,1994,1
Freistaat Bayern,5353632,FK Physik der kondensierten Materie,1994,1
Freistaat Bayern,5353664,FK Physik der kondensierten Materie,1994,1
Freistaat Bayern,5355268,"Elektrische Energieerzeugung, -übertragung, -verteilung und -anwendung",1994,1
Freistaat Bayern,5355641,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",1994,1
Freistaat Bayern,5355645,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",1994,1
Freistaat Bayern,5355681,FK Grundlagen der Biologie und Medizin,1994,1
Freistaat Bayern,5353620,FK Physik der kondensierten Materie,1994,1
Freistaat Bayern,5355609,FK Pflanzenwissenschaften,1994,1
Freistaat Bayern,5355613,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",1994,1
Freistaat Bayern,5355617,"FK Mikrobiologie, Virologie und Immunologie",1994,1
Freistaat Bayern,5355621,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",1994,1
